2021-11-02 17:29:01,836  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : UserService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=CacheService}, NameRegistration{name=ServerRegistrationService}, NameRegistration{name=DataStoreService}] ]
2021-11-02 17:29:01,836  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ResourceService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=CacheService}, NameRegistration{name=ServerRegistrationService}, NameRegistration{name=DataStoreService}] ]
2021-11-02 17:29:01,836  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ClusterService has these dependencies [ [NameRegistration{name=ServerRegistrationService}, NameRegistration{name=CommunicationService}, NameRegistration{name=ServerBindObserverService}, NameRegistration{name=ZooKeeperService}, NameRegistration{name=MetricsService}] ]
2021-11-02 17:29:01,847  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : QueueClientService has these dependencies [ [NameRegistration{name=ServerRegistrationService}, NameRegistration{name=MetricsService}] ]
2021-11-02 17:29:01,850  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ServerBindService has these dependencies [ [NameRegistration{name=ServerRegistrationService}] ]
2021-11-02 17:29:01,852  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Initializing service : ServerBindService that implements InitializeAwareService
2021-11-02 17:29:01,854  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Successfully initialized the service : ServerBindService
2021-11-02 17:29:01,854  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ConfigStoreService has these dependencies [ [NameRegistration{name=ServerBindService}, NameRegistration{name=RepositoryService}, NameRegistration{name=HttpClientService}, NameRegistration{name=ComponentConfigurationService}] ]
2021-11-02 17:29:01,856  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ServerBindObserverService has these dependencies [ [NameRegistration{name=ServerRegistrationService}] ]
2021-11-02 17:29:01,856  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : CpsRuntimeService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=ServerRegistrationService}, NameRegistration{name=ServerBindService}, NameRegistration{name=OrganizationService}] ]
2021-11-02 17:29:01,856  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : HostedTargetService has these dependencies [ [NameRegistration{name=RepositoryService}, NameRegistration{name=KeyValueMapService}, NameRegistration{name=HttpClientService}] ]
2021-11-02 17:29:01,861  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : RuntimeConfigurationService has these dependencies [ [NameRegistration{name=ComponentConfigurationService}, NameRegistration{name=CommunicationService}, NameRegistration{name=MessageProcessorService}, NameRegistration{name=SenseService}, NameRegistration{name=RepositoryService}, NameRegistration{name=LogService}, NameRegistration{name=APIClassificationService}, NameRegistration{name=ConfigStoreService}] ]
